MMSI,LAT,LON,SOG,COG,Heading,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass,Num Entries,Status of System,Latitude,Longitude,Maximum Sustained Wind,Minimum Pressure,34-knot Wind Radii NE,34-knot Wind Radii SE,34-knot Wind Radii SW,34-knot Wind Radii NW,50-knot Wind Radii NE,50-knot Wind Radii SE,50-knot Wind Radii SW,50-knot Wind Radii NW,64-knot Wind Radii NE,64-knot Wind Radii SE,64-knot Wind Radii SW,64-knot Wind Radii NW,Speed mph,PathChange
538002992.0,33.30649,-76.40281,15.8,247.7,244.0,70.0,0.0,294.0,32.0,13.5,70.0,0,88,6,23.4,52.1,55.0,990.0,180.0,70.0,60.0,170.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,12.64659104131328,0
316001844.0,42.89786,-79.24628,0.0,203.7,8.0,70.0,0.0,222.0,23.0,9.9,71.0,0,88,6,24.3,53.1,55.0,989.0,180.0,70.0,60.0,170.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,14.776354953605162,1
316001687.0,42.63858,-79.6111,9.2,54.3,55.0,70.0,0.0,222.0,23.0,9.2,71.0,0,88,6,24.3,53.1,55.0,989.0,180.0,70.0,60.0,170.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,14.776354953605162,1
228342900.0,40.43908,-68.32081,22.0,280.4,282.0,70.0,0.0,349.0,42.0,15.0,71.0,0,88,6,24.3,53.1,55.0,989.0,180.0,70.0,60.0,170.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,14.776354953605162,1
248900000.0,25.69043,-79.53045,13.9,7.0,9.0,89.0,0.0,249.0,44.0,12.2,89.0,0,28,5,25.6,79.4,30.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.628159638220724,0
249111000.0,25.66433,-79.55083,13.7,10.0,12.0,70.0,0.0,289.0,45.0,17.8,71.0,0,88,6,25.4,54.3,60.0,987.0,180.0,80.0,60.0,170.0,60.0,20.0,20.0,40.0,0.0,0.0,0.0,0.0,17.823736229687658,1
369390000.0,36.7936,-75.72002,16.9,321.0,322.0,70.0,0.0,292.0,32.0,-12.6,70.0,0,32,6,21.9,42.9,35.0,1004.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.959043106488531,1
218355000.0,40.46056,-68.40183,11.8,283.3,284.0,70.0,0.0,335.0,42.0,14.6,74.0,0,32,6,21.9,42.9,35.0,1004.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.959043106488531,1
373129000.0,26.52442,-79.40763,11.7,170.1,169.0,80.0,0.0,230.0,36.0,10.8,84.0,0,28,6,25.5,80.8,35.0,1003.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.33919988135474,1
371449000.0,30.88738,-78.44129,13.3,304.8,308.0,70.0,0.0,294.0,32.0,13.5,73.0,0,88,6,27.3,56.7,60.0,985.0,180.0,80.0,60.0,170.0,60.0,20.0,20.0,40.0,0.0,0.0,0.0,0.0,15.334145822584482,1
636017973.0,25.19308,-79.94908,15.6,27.0,31.0,70.0,0.0,304.0,40.0,14.2,74.0,0,49,5,11.2,32.4,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.532559488214911,1
220245000.0,39.87332,-69.25313,17.3,272.9,273.0,70.0,0.0,352.0,42.0,15.0,71.0,0,88,6,27.3,56.7,60.0,985.0,180.0,80.0,60.0,170.0,60.0,20.0,20.0,40.0,0.0,0.0,0.0,0.0,15.334145822584482,1
477950300.0,35.3131,-73.55438,19.7,358.0,0.0,70.0,0.0,366.0,48.0,15.5,70.0,0,49,5,11.2,32.4,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.532559488214911,1
538005066.0,36.97787,-75.68993,8.0,262.3,264.0,70.0,0.0,228.0,32.0,14.4,71.0,0,88,6,27.3,56.7,60.0,985.0,180.0,80.0,60.0,170.0,60.0,20.0,20.0,40.0,0.0,0.0,0.0,0.0,15.334145822584482,1
256302000.0,25.90765,-79.66949,7.1,350.1,355.0,70.0,0.0,204.0,28.0,11.0,79.0,0,49,5,11.2,32.4,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.532559488214911,1
642122021.0,25.99656,-79.43115,11.9,10.7,8.0,80.0,0.0,248.0,43.0,14.9,80.0,0,88,6,28.0,57.8,60.0,984.0,170.0,100.0,50.0,170.0,60.0,20.0,20.0,40.0,0.0,0.0,0.0,0.0,13.815873904593488,0
477241500.0,26.4977,-79.30523,16.2,354.0,356.0,80.0,0.0,225.0,36.0,12.6,81.0,0,49,5,11.4,33.3,30.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.420888593899535,1
636015168.0,35.69315,-73.27111,9.7,301.1,296.0,70.0,0.0,289.0,45.0,18.0,71.0,0,88,6,28.0,57.8,60.0,984.0,170.0,100.0,50.0,170.0,60.0,20.0,20.0,40.0,0.0,0.0,0.0,0.0,13.815873904593488,1
257990000.0,42.80056,-66.6944,15.1,331.6,332.0,80.0,0.0,277.0,43.0,12.1,83.0,0,88,1,28.6,59.1,65.0,981.0,170.0,100.0,80.0,170.0,60.0,30.0,30.0,40.0,20.0,20.0,0.0,20.0,14.882081340177931,1
255806094.0,36.21828,-73.82977,19.5,343.0,336.0,70.0,0.0,210.0,30.0,9.8,70.0,0,32,5,24.7,46.0,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.586320397165917,1
355153000.0,39.11612,-66.8984,12.5,253.7,255.0,70.0,0.0,228.0,32.0,14.4,71.0,0,49,5,12.2,36.2,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.860806305708833,1
564398000.0,25.47434,-79.55103,15.4,189.7,188.0,70.0,0.0,223.0,32.0,12.0,70.0,0,28,6,27.2,84.5,50.0,996.0,70.0,90.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.769596890139056,0
255806154.0,41.28204,-65.85147,10.8,346.6,346.0,89.0,0.0,229.0,42.0,-11.0,89.0,0,32,5,26.7,47.3,30.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.157122893868754,1
428403000.0,41.16765,-67.878,11.1,236.1,236.0,71.0,0.0,260.0,32.0,11.2,71.0,0,88,1,29.6,61.4,70.0,976.0,170.0,100.0,80.0,170.0,80.0,50.0,40.0,80.0,50.0,20.0,0.0,30.0,12.452339868333786,1
477318300.0,26.35956,-78.96942,18.2,237.7,238.0,71.0,0.0,303.0,40.0,10.6,71.0,0,49,5,12.2,36.2,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.860806305708833,1
636019075.0,39.96915,-66.19058,12.7,285.3,281.0,80.0,0.0,228.0,32.0,11.6,80.0,0,32,5,26.7,47.3,30.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.157122893868754,1
356330000.0,40.39579,-68.12323,22.0,282.3,283.0,70.0,0.0,277.0,40.0,14.5,71.0,0,49,5,12.6,37.4,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.260818936725936,1
248579000.0,25.41576,-79.58195,10.6,190.3,192.0,81.0,0.0,250.0,44.0,12.1,81.0,0,28,6,27.6,85.4,50.0,996.0,80.0,100.0,0.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.28994125366934,0
566482000.0,41.69744,-66.51504,12.0,236.1,236.0,70.0,0.0,347.0,45.0,15.5,71.0,0,49,5,12.6,37.4,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.260818936725936,1
477318400.0,25.59016,-79.9913,3.7,1.1,52.0,70.0,0.0,304.0,40.0,11.7,70.0,0,49,5,12.6,37.4,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.260818936725936,0
477434200.0,38.14048,-71.03923,14.1,248.8,247.0,70.0,0.0,269.0,35.0,11.0,79.0,0,88,1,30.9,63.6,75.0,974.0,150.0,100.0,80.0,150.0,80.0,50.0,30.0,80.0,40.0,20.0,0.0,30.0,12.779904179308868,1
232013522.0,35.21048,-74.3684,18.7,355.5,353.0,71.0,0.0,254.0,32.0,10.5,71.0,0,28,6,28.2,86.5,55.0,996.0,100.0,110.0,20.0,100.0,40.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,6.144639523738777,1
373120000.0,39.85553,-67.5779,13.1,272.3,273.0,70.0,0.0,294.0,32.0,13.5,71.0,0,49,6,12.9,40.4,35.0,1004.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.08253367584318,1
636019833.0,40.4036,-66.70602,11.7,277.9,276.0,89.0,0.0,230.0,42.0,-12.2,89.0,0,88,1,31.8,64.4,80.0,973.0,150.0,100.0,80.0,150.0,80.0,50.0,30.0,80.0,40.0,20.0,0.0,30.0,13.011933956502702,1
228031600.0,27.8317,-78.30823,11.0,262.0,259.0,80.0,0.0,332.0,60.0,22.5,80.0,0,24,6,18.0,28.3,35.0,1006.0,90.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.861363590053951,1
249592000.0,40.38219,-66.63262,13.7,256.3,255.0,80.0,0.0,243.0,42.0,15.1,82.0,0,49,6,12.9,40.4,35.0,1004.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.08253367584318,1
311773000.0,36.92172,-75.21585,12.6,275.0,276.0,70.0,0.0,224.0,32.0,14.1,71.0,0,88,1,31.8,64.4,80.0,973.0,150.0,100.0,80.0,150.0,80.0,50.0,30.0,80.0,40.0,20.0,0.0,30.0,13.011933956502702,1
220414000.0,38.89746,-73.02347,0.4,254.9,359.0,70.0,0.0,366.0,42.0,15.0,71.0,0,32,5,27.6,48.0,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.344308312726488,1
636091832.0,26.47553,-79.41652,23.5,8.6,11.0,70.0,0.0,264.0,32.0,13.5,70.0,0,32,5,27.6,48.0,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.344308312726488,1
477213800.0,40.14784,-66.8597,12.9,282.3,281.0,70.0,0.0,269.0,35.0,11.0,73.0,0,32,5,27.6,48.0,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.344308312726488,1
215640000.0,33.2963,-75.89222,14.5,252.0,255.0,71.0,0.0,294.0,32.0,-12.4,71.0,0,20,0,47.2,22.0,40.0,1002.0,0.0,0.0,120.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,1
477462400.0,27.14947,-79.32912,16.7,188.3,188.0,70.0,0.0,275.0,40.0,14.0,71.0,0,20,0,47.2,22.0,40.0,1002.0,0.0,0.0,120.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,0
373091000.0,25.90878,-79.44979,11.3,185.2,185.0,70.0,0.0,224.0,32.0,14.3,70.0,0,20,0,47.2,22.0,40.0,1002.0,0.0,0.0,120.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,0
211779000.0,38.07323,-72.11722,0.9,279.4,120.0,70.0,0.0,300.0,40.0,14.5,79.0,0,28,1,28.6,87.3,75.0,986.0,110.0,110.0,30.0,90.0,60.0,30.0,0.0,30.0,30.0,15.0,0.0,15.0,4.657389187807699,1
256304000.0,25.17545,-79.60411,20.5,17.9,18.0,70.0,0.0,211.0,29.0,11.4,71.0,0,20,0,47.2,22.2,50.0,996.0,180.0,60.0,150.0,270.0,0.0,0.0,60.0,140.0,0.0,0.0,0.0,0.0,1.5648456267882007,1
636015743.0,28.96661,-77.95148,20.3,320.6,321.0,70.0,0.0,317.0,43.0,14.5,71.0,0,20,0,47.2,22.2,50.0,996.0,180.0,60.0,150.0,270.0,0.0,0.0,60.0,140.0,0.0,0.0,0.0,0.0,1.5648456267882007,1
232013527.0,26.44945,-78.73897,9.0,295.0,295.0,80.0,0.0,228.0,32.0,11.2,80.0,0,88,1,33.9,64.4,90.0,965.0,150.0,140.0,80.0,150.0,80.0,80.0,60.0,70.0,50.0,30.0,0.0,40.0,12.47862327145541,1
308299000.0,34.5655,-74.39121,9.8,342.2,347.0,70.0,0.0,244.0,32.0,13.5,70.0,0,24,6,19.0,29.1,45.0,1002.0,90.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.929675040739592,1
372843000.0,26.99188,-79.21962,21.7,336.9,337.0,70.0,0.0,277.0,40.0,14.5,71.0,0,20,0,47.2,22.2,50.0,996.0,180.0,60.0,150.0,270.0,0.0,0.0,60.0,140.0,0.0,0.0,0.0,0.0,1.5648456267882007,1
636018102.0,25.55845,-79.69473,3.5,355.8,48.0,70.0,0.0,334.0,42.0,14.5,73.0,0,20,0,47.2,22.2,50.0,996.0,180.0,60.0,150.0,270.0,0.0,0.0,60.0,140.0,0.0,0.0,0.0,0.0,1.5648456267882007,1
369309000.0,40.05471,-69.92503,17.1,270.0,272.0,70.0,0.0,318.0,40.0,14.0,70.0,0,20,0,47.2,22.2,50.0,996.0,180.0,60.0,150.0,270.0,0.0,0.0,60.0,140.0,0.0,0.0,0.0,0.0,1.5648456267882007,1
354094000.0,36.65083,-74.43339,15.5,275.3,278.0,70.0,0.0,224.0,32.0,14.1,71.0,0,20,0,47.0,22.4,60.0,992.0,240.0,60.0,180.0,270.0,0.0,0.0,90.0,140.0,0.0,0.0,0.0,0.0,2.786108440754074,1
256380000.0,26.12337,-78.04684,8.8,296.7,293.0,80.0,0.0,248.0,43.0,15.0,89.0,0,24,6,19.5,29.6,45.0,1002.0,90.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.918435892843275,1
538008761.0,25.26527,-79.58573,13.9,359.0,358.0,80.0,0.0,249.0,44.0,-12.2,80.0,0,28,1,28.7,87.7,75.0,986.0,110.0,110.0,30.0,90.0,70.0,40.0,0.0,30.0,35.0,20.0,0.0,15.0,4.203130236497754,0
356704000.0,35.80704,-74.16895,9.6,306.4,290.0,70.0,0.0,288.0,45.0,18.2,70.0,0,20,0,47.0,22.4,60.0,992.0,240.0,60.0,180.0,270.0,0.0,0.0,90.0,140.0,0.0,0.0,0.0,0.0,2.786108440754074,1
538006564.0,40.39375,-68.22027,14.8,284.0,287.0,70.0,0.0,293.0,40.0,14.0,71.0,0,88,1,35.1,63.3,90.0,965.0,150.0,180.0,110.0,150.0,80.0,100.0,70.0,70.0,50.0,50.0,30.0,50.0,17.318498663561666,1
356093000.0,40.21214,-67.0097,10.7,285.7,286.0,70.0,0.0,324.0,42.0,14.5,71.0,0,24,6,19.5,29.6,45.0,1002.0,90.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.918435892843275,1
247310400.0,25.34091,-79.89251,10.5,7.0,4.0,70.0,0.0,211.0,32.0,9.8,71.0,0,88,1,35.1,63.3,90.0,965.0,150.0,180.0,110.0,150.0,80.0,100.0,70.0,70.0,50.0,50.0,30.0,50.0,17.318498663561666,1
372100000.0,25.95775,-79.45675,13.6,16.0,19.0,70.0,0.0,224.0,32.0,13.8,70.0,0,20,0,46.0,22.5,60.0,994.0,150.0,80.0,240.0,270.0,0.0,0.0,120.0,140.0,0.0,0.0,0.0,0.0,11.542929661743264,1
373649000.0,27.77428,-77.07148,15.8,331.0,331.0,70.0,0.0,334.0,45.0,14.0,73.0,0,24,6,20.5,30.8,45.0,1001.0,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.505112648711012,1
247257400.0,27.62617,-79.002,12.5,224.0,223.0,80.0,0.0,245.0,42.0,15.0,89.0,0,20,0,45.0,22.1,50.0,996.0,90.0,80.0,270.0,240.0,0.0,0.0,140.0,120.0,0.0,0.0,0.0,0.0,11.959663789814726,1
477105600.0,40.74667,-67.7737,11.5,261.0,258.0,70.0,0.0,322.0,42.0,14.5,70.0,0,20,0,45.0,22.1,50.0,996.0,90.0,80.0,270.0,240.0,0.0,0.0,140.0,120.0,0.0,0.0,0.0,0.0,11.959663789814726,1
636012508.0,26.47782,-78.79542,5.2,357.0,350.0,80.0,0.0,213.0,32.0,12.3,71.0,0,88,1,38.7,56.7,85.0,966.0,160.0,200.0,130.0,220.0,80.0,110.0,60.0,80.0,50.0,50.0,50.0,50.0,28.342648449375176,1
636092941.0,40.55308,-68.5321,0.4,217.8,4.0,71.0,0.0,333.0,42.0,-12.5,71.0,0,20,0,43.9,21.4,45.0,998.0,60.0,60.0,240.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.912889087440297,1
636092932.0,40.25655,-67.11225,18.5,285.3,285.0,79.0,0.0,299.0,40.0,-12.2,79.0,0,24,6,21.0,31.6,45.0,1001.0,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.361936243636464,1
477920300.0,40.42657,-68.09788,17.7,284.0,287.0,70.0,0.0,323.0,42.0,14.5,71.0,0,24,6,21.0,31.6,45.0,1001.0,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.361936243636464,1
351529000.0,26.45339,-79.93863,5.2,1.2,511.0,80.0,15.0,332.0,60.0,20.6,71.0,1,88,1,40.0,54.0,85.0,966.0,160.0,200.0,130.0,220.0,80.0,110.0,90.0,80.0,50.0,50.0,50.0,50.0,28.32093595623218,0
258655000.0,25.84726,-79.65549,16.2,21.3,21.0,80.0,0.0,227.0,32.0,12.8,89.0,0,20,0,42.9,20.5,40.0,1000.0,0.0,0.0,210.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.759017056091198,1
338781000.0,38.05723,-67.29993,13.9,234.5,238.0,70.0,0.0,243.0,32.0,11.0,0.0,0,24,6,21.5,33.5,40.0,1005.0,60.0,30.0,30.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.714743822307195,1
311072000.0,38.13524,-74.36344,12.0,320.1,328.0,80.0,0.0,243.0,42.0,14.3,71.0,0,88,1,41.2,50.8,80.0,968.0,160.0,220.0,200.0,220.0,90.0,130.0,120.0,100.0,50.0,70.0,60.0,60.0,31.20292274566928,1
229767000.0,26.14433,-79.36474,12.7,235.7,232.0,80.0,0.0,288.0,44.0,12.5,71.0,0,49,1,15.4,48.6,80.0,978.0,140.0,80.0,40.0,150.0,40.0,30.0,20.0,30.0,20.0,10.0,10.0,20.0,10.464213647621373,1
373457000.0,42.45318,-65.41805,17.9,230.2,233.0,70.0,0.0,302.0,43.0,14.2,71.0,0,20,0,41.9,19.8,40.0,1000.0,0.0,0.0,180.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.963097449766815,1
309901000.0,31.04065,-79.61485,17.0,290.0,280.0,70.0,0.0,316.0,45.0,14.5,71.0,0,88,0,42.6,46.9,75.0,973.0,160.0,220.0,200.0,220.0,90.0,130.0,120.0,100.0,50.0,70.0,60.0,60.0,37.107402739423165,1
538005067.0,37.02386,-74.99793,2.9,307.7,329.0,70.0,0.0,229.0,32.0,14.5,71.0,0,88,0,42.6,46.9,75.0,973.0,160.0,220.0,200.0,220.0,90.0,130.0,120.0,100.0,50.0,70.0,60.0,60.0,37.107402739423165,1
247302700.0,40.94801,-71.30185,13.1,347.9,347.0,70.0,0.0,212.0,32.0,9.8,71.0,0,20,0,40.9,19.5,40.0,1000.0,0.0,0.0,180.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.80363435690061,1
538004172.0,42.77323,-64.67673,11.1,233.0,234.0,80.0,0.0,250.0,44.0,15.0,80.0,0,24,6,21.4,34.3,35.0,1007.0,60.0,30.0,20.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.651430438337115,1
636016432.0,42.53904,-65.94648,13.0,267.0,264.0,70.0,0.0,281.0,32.0,12.5,71.0,0,20,0,40.9,19.5,40.0,1000.0,0.0,0.0,180.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.80363435690061,1
248716000.0,26.31278,-79.24942,12.5,257.2,254.0,89.0,0.0,250.0,44.0,12.1,89.0,0,88,0,44.3,43.1,70.0,974.0,180.0,230.0,220.0,220.0,90.0,130.0,130.0,110.0,50.0,50.0,70.0,70.0,37.309865443953534,1
255805664.0,40.54372,-64.15217,14.5,273.0,282.0,70.0,0.0,265.0,37.0,14.0,70.0,0,20,0,39.9,19.3,40.0,1000.0,0.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.648474186480511,1
316002501.0,42.80355,-79.30226,13.1,53.8,52.0,70.0,0.0,212.0,21.0,8.0,79.0,0,17,2,10.2,25.0,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,1
564032000.0,43.91582,-63.54337,7.3,206.4,209.0,70.0,0.0,210.0,32.0,12.0,71.0,0,17,2,10.2,25.0,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,0
374092000.0,40.12223,-64.17687,14.5,244.3,254.0,70.0,0.0,228.0,38.0,12.0,71.0,0,88,0,45.9,39.3,65.0,975.0,200.0,240.0,240.0,220.0,80.0,120.0,150.0,120.0,0.0,0.0,90.0,90.0,35.96064594090738,1
466243000.0,27.66735,-78.68993,13.3,255.0,257.0,80.0,0.0,243.0,42.0,14.9,80.0,0,24,6,21.6,35.6,35.0,1007.0,60.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.528779652046327,1
636017613.0,36.99327,-73.22285,12.8,253.4,255.0,70.0,0.0,229.0,38.0,12.0,71.0,0,17,2,10.3,25.9,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2635130957495,1
414043000.0,36.20061,-74.66805,12.4,316.2,316.0,70.0,0.0,253.0,43.0,14.5,70.0,0,20,4,38.3,18.1,35.0,1002.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.97874012191638,1
636012425.0,37.69958,-73.39192,12.9,305.0,307.0,80.0,0.0,213.0,32.0,12.3,71.0,0,88,0,47.0,34.5,55.0,979.0,190.0,180.0,240.0,220.0,0.0,90.0,130.0,130.0,0.0,0.0,0.0,0.0,15.706926467633137,1
220594000.0,36.70719,-73.87602,14.2,2.6,3.0,70.0,0.0,366.0,42.0,15.5,71.0,0,20,4,36.7,15.6,40.0,999.0,0.0,40.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.384054291098685,1
538002662.0,26.00281,-79.48563,13.8,9.7,13.0,80.0,0.0,248.0,43.0,14.9,0.0,0,88,0,44.6,31.4,45.0,989.0,140.0,140.0,240.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.444241614125158,0
538003639.0,37.03182,-73.90425,12.6,264.0,265.0,70.0,0.0,290.0,45.0,17.8,70.0,0,34,5,22.6,94.1,30.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.991072172782732,1
257310000.0,26.57505,-79.40706,17.6,8.1,9.0,70.0,0.0,208.0,32.0,12.3,70.0,0,88,0,42.8,31.3,40.0,997.0,0.0,0.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.744935989207367,1
477070800.0,40.55926,-69.6394,16.7,266.8,269.0,70.0,0.0,260.0,32.0,12.6,71.0,0,20,4,39.9,9.1,45.0,996.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.704326097577852,1
566853000.0,27.93843,-78.50988,15.1,308.9,308.0,70.0,0.0,334.0,45.0,14.2,71.0,0,88,0,41.0,31.2,40.0,999.0,0.0,0.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.74593712917868,1
636013372.0,44.43523,-66.5568,14.1,235.0,238.0,80.0,0.0,332.0,60.0,21.5,81.0,0,20,4,39.9,9.1,45.0,996.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.704326097577852,1
311000373.0,26.22595,-78.95314,8.4,285.7,285.0,80.0,0.0,226.0,38.0,12.0,71.0,0,20,3,40.6,7.6,30.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.452466583528066,1
367759000.0,37.43083,-74.48583,11.5,235.0,241.0,70.0,0.0,292.0,32.0,13.5,70.0,0,17,6,12.8,36.2,35.0,1006.0,90.0,80.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.250938172788713,1
371429000.0,36.76451,-75.19307,6.3,285.1,290.0,70.0,0.0,294.0,32.0,13.5,71.0,0,88,2,37.7,31.1,40.0,1002.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.121955366522045,1
248643000.0,26.30671,-78.68335,14.2,278.2,279.0,70.0,0.0,224.0,32.0,12.0,71.0,0,34,6,26.4,92.4,50.0,994.0,150.0,40.0,40.0,90.0,60.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,6.986370130364636,1
566422000.0,26.11245,-79.31055,10.9,40.2,44.0,80.0,0.0,274.0,48.0,17.2,80.0,0,49,1,26.2,59.7,100.0,953.0,200.0,200.0,140.0,150.0,130.0,90.0,80.0,90.0,60.0,40.0,40.0,50.0,13.86933600944974,0
566184000.0,40.56933,-69.44134,15.7,271.9,272.0,70.0,0.0,227.0,32.0,11.0,71.0,0,17,6,13.7,38.5,35.0,1006.0,90.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.621204869118936,1
241473000.0,25.87351,-79.45565,11.6,183.9,184.0,80.0,0.0,274.0,38.0,12.0,71.0,0,88,2,35.7,29.5,35.0,1008.0,80.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6270561990785777,0
311000387.0,38.24453,-74.60092,12.4,348.9,354.0,80.0,0.0,225.0,38.0,12.0,71.0,0,88,2,35.7,29.5,35.0,1008.0,80.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6270561990785777,1
372955000.0,34.97243,-74.68716,16.7,239.5,236.0,70.0,0.0,294.0,32.0,13.5,71.0,0,88,2,35.7,29.5,35.0,1008.0,80.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6270561990785777,1
