,Name,Num Entries,Year,Time,Record Identifier,Status of System,Latitude,Longitude,Maximum Sustained Wind,Minimum Pressure,34-knot Wind Radii NE,34-knot Wind Radii SE,34-knot Wind Radii SW,34-knot Wind Radii NW,50-knot Wind Radii NE,50-knot Wind Radii SE,50-knot Wind Radii SW,50-knot Wind Radii NW,64-knot Wind Radii NE,64-knot Wind Radii SE,64-knot Wind Radii SW,64-knot Wind Radii NW
56421,                LEE,55,9/11/2023,1200,  , HU, 23.2N,  63.2W,105.0,948.0,160.0,150.0,110.0,150.0,110.0,90.0,70.0,90.0,65.0,45.0,40.0,55.0
56422,                LEE,55,9/11/2023,1800,  , HU, 23.5N,  63.9W,100.0,948.0,160.0,150.0,110.0,150.0,110.0,90.0,70.0,90.0,65.0,50.0,45.0,60.0
56423,                LEE,55,9/12/2023, 0000,  , HU, 23.7N,  64.5W,100.0,948.0,160.0,150.0,120.0,150.0,110.0,90.0,80.0,100.0,70.0,60.0,50.0,60.0
56424,                LEE,55,9/12/2023, 0600,  , HU, 23.9N,  65.1W,100.0,948.0,160.0,150.0,120.0,150.0,120.0,90.0,80.0,100.0,70.0,60.0,50.0,60.0
56425,                LEE,55,9/12/2023,1200,  , HU, 24.1N,  65.7W,100.0,948.0,180.0,170.0,140.0,160.0,120.0,110.0,80.0,120.0,80.0,60.0,50.0,60.0
56426,                LEE,55,9/12/2023,1800,  , HU, 24.5N,  66.2W,100.0,946.0,210.0,200.0,150.0,170.0,150.0,130.0,90.0,120.0,90.0,90.0,60.0,70.0
56427,                LEE,55,9/13/2023, 0000,  , HU, 24.9N,  66.6W,100.0,946.0,210.0,200.0,150.0,170.0,150.0,130.0,90.0,120.0,110.0,100.0,60.0,70.0
56428,                LEE,55,9/13/2023, 0600,  , HU, 25.3N,  66.9W,100.0,948.0,210.0,210.0,160.0,170.0,130.0,120.0,90.0,110.0,110.0,100.0,60.0,70.0
56429,                LEE,55,9/13/2023,1200,  , HU, 26.0N,  67.2W,95.0,950.0,210.0,210.0,160.0,170.0,130.0,120.0,90.0,110.0,100.0,90.0,60.0,70.0
56430,                LEE,55,9/13/2023,1800,  , HU, 26.8N,  67.6W,90.0,951.0,230.0,230.0,170.0,180.0,140.0,130.0,100.0,120.0,100.0,90.0,80.0,70.0
56431,                LEE,55,9/14/2023, 0000,  , HU, 27.6N,  67.8W,90.0,951.0,230.0,230.0,170.0,180.0,140.0,130.0,120.0,130.0,90.0,80.0,80.0,70.0
56432,                LEE,55,9/14/2023, 0600,  , HU, 28.5N,  68.0W,85.0,953.0,250.0,250.0,170.0,190.0,140.0,130.0,110.0,120.0,90.0,80.0,70.0,70.0
56433,                LEE,55,9/14/2023,1200,  , HU, 29.8N,  68.2W,80.0,955.0,270.0,250.0,170.0,190.0,140.0,130.0,110.0,120.0,80.0,80.0,70.0,70.0
56434,                LEE,55,9/14/2023,1800,  , HU, 31.1N,  68.3W,75.0,955.0,270.0,270.0,200.0,210.0,170.0,170.0,120.0,120.0,90.0,80.0,70.0,80.0
56435,                LEE,55,9/15/2023, 0000,  , HU, 32.1N,  67.8W,75.0,955.0,270.0,270.0,200.0,210.0,160.0,170.0,110.0,150.0,90.0,80.0,70.0,80.0
56436,                LEE,55,9/15/2023, 0600,  , HU, 33.6N,  67.6W,75.0,957.0,280.0,280.0,200.0,220.0,160.0,170.0,110.0,150.0,90.0,80.0,70.0,80.0
56437,                LEE,55,9/15/2023,1200,  , HU, 35.1N,  67.1W,75.0,962.0,280.0,280.0,200.0,220.0,160.0,170.0,110.0,150.0,90.0,80.0,70.0,80.0
56438,                LEE,55,9/15/2023,1800,  , HU, 37.1N,  66.7W,75.0,962.0,270.0,270.0,240.0,300.0,160.0,170.0,120.0,150.0,90.0,80.0,70.0,100.0
56439,                LEE,55,9/16/2023, 0000,  , HU, 38.7N,  65.9W,75.0,963.0,300.0,300.0,250.0,300.0,180.0,180.0,150.0,180.0,90.0,120.0,110.0,100.0
56440,                LEE,55,9/16/2023, 0600,  , EX, 40.9N,  66.0W,70.0,965.0,300.0,300.0,250.0,270.0,180.0,180.0,160.0,180.0,0.0,120.0,110.0,0.0
56441,                LEE,55,9/16/2023,1200,  , EX, 42.7N,  66.3W,65.0,965.0,220.0,280.0,200.0,140.0,130.0,150.0,0.0,80.0,0.0,100.0,0.0,0.0
56442,                LEE,55,9/16/2023,1800,  , EX, 43.8N,  66.4W,55.0,968.0,220.0,280.0,200.0,140.0,130.0,150.0,0.0,80.0,0.0,0.0,0.0,0.0
56444,                LEE,55,9/17/2023, 0000,  , EX, 44.7N,  66.2W,55.0,979.0,220.0,280.0,170.0,100.0,60.0,100.0,0.0,60.0,0.0,0.0,0.0,0.0
56445,                LEE,55,9/17/2023, 0600,  , EX, 45.9N,  64.8W,50.0,986.0,210.0,250.0,150.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
56446,                LEE,55,9/17/2023,1200,  , EX, 47.3N,  63.0W,40.0,989.0,210.0,250.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56447,                LEE,55,9/17/2023,1800,  , EX, 48.6N,  60.1W,40.0,989.0,210.0,250.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56448,                LEE,55,9/18/2023, 0000,  , EX, 50.7N,  57.9W,35.0,994.0,230.0,240.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56449,                LEE,55,9/18/2023, 0600,  , EX, 51.7N,  53.2W,35.0,994.0,230.0,240.0,180.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56450,                LEE,55,9/18/2023,1200,  , EX, 52.6N,  48.6W,40.0,993.0,230.0,240.0,180.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56451,                LEE,55,9/18/2023,1800,  , EX, 53.0N,  42.0W,40.0,993.0,230.0,240.0,180.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56453,             MARGOT,46,9/7/2023,1200,  , TD, 15.5N,  26.0W,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56454,             MARGOT,46,9/7/2023,1800,  , TS, 16.0N,  27.3W,35.0,1005.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56455,             MARGOT,46,9/8/2023, 0000,  , TS, 16.5N,  28.6W,35.0,1005.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56456,             MARGOT,46,9/8/2023, 0600,  , TS, 17.1N,  30.1W,35.0,1005.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56457,             MARGOT,46,9/8/2023,1200,  , TS, 17.8N,  31.8W,35.0,1005.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56458,             MARGOT,46,9/8/2023,1800,  , TS, 18.5N,  33.6W,35.0,1005.0,30.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56459,             MARGOT,46,9/9/2023, 0000,  , TS, 19.1N,  35.1W,35.0,1005.0,30.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56460,             MARGOT,46,9/9/2023, 0600,  , TS, 19.7N,  36.4W,40.0,1004.0,40.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56461,             MARGOT,46,9/9/2023,1200,  , TS, 20.2N,  37.5W,40.0,1004.0,50.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56462,             MARGOT,46,9/9/2023,1800,  , TS, 20.7N,  38.3W,40.0,1004.0,60.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56463,             MARGOT,46,9/10/2023, 0000,  , TS, 21.2N,  38.9W,45.0,1003.0,70.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56464,             MARGOT,46,9/10/2023, 0600,  , TS, 21.8N,  39.4W,45.0,1002.0,70.0,50.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56465,             MARGOT,46,9/10/2023,1200,  , TS, 22.5N,  39.8W,45.0,1000.0,70.0,50.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56466,             MARGOT,46,9/10/2023,1800,  , TS, 23.3N,  40.0W,50.0,998.0,90.0,60.0,20.0,80.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
56467,             MARGOT,46,9/11/2023, 0000,  , TS, 24.0N,  40.0W,55.0,996.0,110.0,70.0,40.0,90.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
56468,             MARGOT,46,9/11/2023, 0600,  , TS, 24.7N,  40.0W,55.0,993.0,130.0,80.0,60.0,100.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
56469,             MARGOT,46,9/11/2023,1200,  , TS, 25.5N,  40.0W,60.0,990.0,150.0,90.0,70.0,110.0,30.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0
56470,             MARGOT,46,9/11/2023,1800,  , HU, 26.4N,  39.9W,65.0,986.0,170.0,100.0,80.0,120.0,40.0,30.0,30.0,30.0,15.0,15.0,0.0,15.0
56471,             MARGOT,46,9/12/2023, 0000,  , HU, 27.5N,  39.6W,70.0,981.0,190.0,110.0,90.0,130.0,50.0,40.0,40.0,40.0,15.0,15.0,0.0,15.0
56472,             MARGOT,46,9/12/2023, 0600,  , HU, 28.6N,  39.4W,75.0,977.0,210.0,130.0,100.0,140.0,60.0,60.0,50.0,50.0,20.0,20.0,10.0,20.0
56473,             MARGOT,46,9/12/2023,1200,  , HU, 29.8N,  39.3W,75.0,974.0,230.0,150.0,120.0,160.0,60.0,80.0,60.0,60.0,30.0,30.0,20.0,30.0
56474,             MARGOT,46,9/12/2023,1800,  , HU, 31.0N,  39.4W,75.0,972.0,220.0,180.0,130.0,170.0,80.0,80.0,60.0,70.0,40.0,40.0,30.0,40.0
56475,             MARGOT,46,9/13/2023, 0000,  , HU, 32.1N,  39.6W,75.0,970.0,200.0,200.0,140.0,180.0,90.0,80.0,60.0,80.0,50.0,40.0,30.0,50.0
56476,             MARGOT,46,9/13/2023, 0600,  , HU, 33.0N,  39.9W,80.0,969.0,200.0,200.0,140.0,180.0,90.0,80.0,60.0,80.0,60.0,40.0,20.0,50.0
56477,             MARGOT,46,9/13/2023,1200,  , HU, 33.7N,  40.3W,80.0,969.0,200.0,200.0,140.0,180.0,90.0,80.0,60.0,80.0,60.0,50.0,10.0,50.0
56478,             MARGOT,46,9/13/2023,1800,  , HU, 34.4N,  40.6W,75.0,970.0,200.0,200.0,140.0,180.0,90.0,80.0,60.0,80.0,60.0,60.0,10.0,50.0
56479,             MARGOT,46,9/14/2023, 0000,  , HU, 35.1N,  40.7W,75.0,972.0,190.0,200.0,140.0,170.0,90.0,80.0,60.0,80.0,60.0,60.0,10.0,50.0
56480,             MARGOT,46,9/14/2023, 0600,  , HU, 35.8N,  40.5W,70.0,974.0,180.0,200.0,140.0,170.0,100.0,90.0,60.0,90.0,60.0,60.0,0.0,60.0
56481,             MARGOT,46,9/14/2023,1200,  , HU, 36.3N,  40.1W,70.0,976.0,180.0,200.0,140.0,170.0,110.0,90.0,70.0,100.0,60.0,60.0,0.0,60.0
56482,             MARGOT,46,9/14/2023,1800,  , HU, 36.6N,  39.6W,70.0,978.0,190.0,190.0,140.0,180.0,100.0,90.0,70.0,100.0,60.0,0.0,0.0,60.0
56483,             MARGOT,46,9/15/2023, 0000,  , HU, 36.7N,  39.1W,65.0,980.0,200.0,180.0,140.0,190.0,100.0,90.0,70.0,100.0,60.0,0.0,0.0,60.0
56484,             MARGOT,46,9/15/2023, 0600,  , TS, 36.7N,  38.6W,60.0,982.0,220.0,170.0,140.0,200.0,100.0,90.0,70.0,100.0,0.0,0.0,0.0,0.0
56485,             MARGOT,46,9/15/2023,1200,  , TS, 36.5N,  38.1W,55.0,984.0,240.0,160.0,140.0,210.0,90.0,90.0,0.0,90.0,0.0,0.0,0.0,0.0
56486,             MARGOT,46,9/15/2023,1800,  , TS, 36.1N,  37.8W,55.0,986.0,260.0,150.0,140.0,220.0,90.0,90.0,0.0,90.0,0.0,0.0,0.0,0.0
56487,             MARGOT,46,9/16/2023, 0000,  , TS, 35.7N,  37.8W,55.0,988.0,280.0,140.0,140.0,220.0,80.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0
56488,             MARGOT,46,9/16/2023, 0600,  , TS, 35.2N,  38.0W,55.0,990.0,260.0,120.0,130.0,210.0,80.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0
56489,             MARGOT,46,9/16/2023,1200,  , TS, 34.7N,  38.5W,50.0,993.0,240.0,110.0,110.0,200.0,80.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0
56490,             MARGOT,46,9/16/2023,1800,  , TS, 34.3N,  39.2W,45.0,996.0,220.0,100.0,90.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56491,             MARGOT,46,9/17/2023, 0000,  , LO, 34.0N,  40.1W,40.0,999.0,160.0,90.0,70.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56492,             MARGOT,46,9/17/2023, 0600,  , LO, 34.0N,  41.1W,35.0,1001.0,120.0,90.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56493,             MARGOT,46,9/17/2023,1200,  , LO, 34.3N,  42.0W,35.0,1003.0,90.0,90.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56494,             MARGOT,46,9/17/2023,1800,  , LO, 34.7N,  43.0W,35.0,1005.0,90.0,90.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56495,             MARGOT,46,9/18/2023, 0000,  , LO, 35.3N,  43.6W,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56496,             MARGOT,46,9/18/2023, 0600,  , LO, 36.0N,  43.8W,30.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56497,             MARGOT,46,9/18/2023,1200,  , LO, 36.8N,  43.6W,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56498,             MARGOT,46,9/18/2023,1800,  , LO, 37.8N,  42.7W,30.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56500,              NIGEL,46,9/15/2023, 0600,  , TD, 13.6N,  42.2W,30.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56501,              NIGEL,46,9/15/2023,1200,  , TD, 14.3N,  43.2W,30.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56502,              NIGEL,46,9/15/2023,1800,  , TD, 15.2N,  44.0W,30.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56503,              NIGEL,46,9/16/2023, 0000,  , TD, 16.1N,  44.8W,30.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56504,              NIGEL,46,9/16/2023, 0600,  , TD, 17.4N,  45.4W,30.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56505,              NIGEL,46,9/16/2023,1200,  , TD, 18.7N,  46.0W,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56506,              NIGEL,46,9/16/2023,1800,  , TD, 20.1N,  46.7W,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56507,              NIGEL,46,9/17/2023, 0000,  , TS, 21.4N,  47.6W,35.0,1005.0,80.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56508,              NIGEL,46,9/17/2023, 0600,  , TS, 22.5N,  48.3W,45.0,1001.0,120.0,60.0,40.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56509,              NIGEL,46,9/17/2023,1200,  , TS, 23.5N,  48.8W,50.0,997.0,120.0,60.0,40.0,90.0,40.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
56510,              NIGEL,46,9/17/2023,1800,  , TS, 24.5N,  49.4W,55.0,994.0,120.0,60.0,40.0,90.0,40.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
56511,              NIGEL,46,9/18/2023, 0000,  , TS, 25.3N,  50.0W,60.0,992.0,130.0,90.0,50.0,110.0,40.0,30.0,0.0,40.0,0.0,0.0,0.0,0.0
56512,              NIGEL,46,9/18/2023, 0600,  , HU, 26.0N,  50.6W,65.0,987.0,140.0,90.0,50.0,120.0,50.0,40.0,20.0,40.0,20.0,20.0,0.0,0.0
56513,              NIGEL,46,9/18/2023,1200,  , HU, 26.8N,  51.1W,65.0,987.0,140.0,110.0,50.0,120.0,50.0,40.0,20.0,40.0,20.0,20.0,0.0,0.0
56514,              NIGEL,46,9/18/2023,1800,  , HU, 27.5N,  51.7W,70.0,982.0,140.0,120.0,80.0,130.0,50.0,50.0,30.0,50.0,20.0,20.0,0.0,0.0
56515,              NIGEL,46,9/19/2023, 0000,  , HU, 28.2N,  52.4W,75.0,979.0,150.0,120.0,80.0,130.0,80.0,60.0,50.0,70.0,40.0,40.0,30.0,40.0
56516,              NIGEL,46,9/19/2023, 0600,  , HU, 29.0N,  53.2W,75.0,979.0,150.0,120.0,80.0,130.0,80.0,60.0,50.0,70.0,40.0,40.0,30.0,40.0
56517,              NIGEL,46,9/19/2023,1200,  , HU, 29.9N,  54.0W,80.0,975.0,150.0,120.0,80.0,130.0,80.0,60.0,50.0,70.0,40.0,40.0,30.0,40.0
56518,              NIGEL,46,9/19/2023,1800,  , HU, 31.1N,  54.7W,85.0,972.0,150.0,140.0,100.0,130.0,90.0,80.0,60.0,70.0,50.0,40.0,35.0,40.0
56519,              NIGEL,46,9/20/2023, 0000,  , HU, 32.4N,  55.0W,85.0,971.0,150.0,140.0,100.0,130.0,90.0,80.0,60.0,70.0,50.0,40.0,35.0,40.0
56520,              NIGEL,46,9/20/2023, 0600,  , HU, 33.7N,  55.2W,85.0,971.0,140.0,130.0,100.0,130.0,90.0,80.0,60.0,70.0,50.0,40.0,35.0,40.0
56521,              NIGEL,46,9/20/2023,1200,  , HU, 35.2N,  54.7W,80.0,972.0,140.0,130.0,100.0,130.0,90.0,80.0,60.0,70.0,50.0,40.0,35.0,40.0
56522,              NIGEL,46,9/20/2023,1800,  , HU, 36.7N,  53.6W,80.0,972.0,140.0,130.0,100.0,130.0,90.0,80.0,60.0,70.0,50.0,40.0,35.0,40.0
56523,              NIGEL,46,9/21/2023, 0000,  , HU, 38.3N,  51.6W,80.0,973.0,140.0,130.0,100.0,130.0,90.0,80.0,60.0,70.0,50.0,40.0,35.0,40.0
56524,              NIGEL,46,9/21/2023, 0600,  , HU, 40.0N,  49.2W,75.0,975.0,130.0,130.0,110.0,130.0,80.0,80.0,60.0,70.0,50.0,40.0,30.0,40.0
56525,              NIGEL,46,9/21/2023,1200,  , HU, 41.3N,  46.3W,75.0,975.0,130.0,150.0,110.0,130.0,80.0,80.0,60.0,70.0,50.0,40.0,30.0,40.0
56526,              NIGEL,46,9/21/2023,1800,  , HU, 42.8N,  42.8W,70.0,975.0,160.0,180.0,180.0,110.0,100.0,110.0,80.0,60.0,60.0,60.0,40.0,30.0
56527,              NIGEL,46,9/22/2023, 0000,  , HU, 44.3N,  38.7W,65.0,975.0,180.0,200.0,180.0,110.0,100.0,110.0,80.0,60.0,60.0,60.0,40.0,30.0
56528,              NIGEL,46,9/22/2023, 0600,  , EX, 45.4N,  34.3W,60.0,974.0,180.0,200.0,190.0,110.0,90.0,110.0,80.0,60.0,0.0,0.0,0.0,0.0
56529,              NIGEL,46,9/22/2023,1200,  , EX, 47.2N,  30.2W,55.0,972.0,180.0,200.0,190.0,100.0,90.0,110.0,80.0,40.0,0.0,0.0,0.0,0.0
56530,              NIGEL,46,9/22/2023,1800,  , EX, 48.9N,  26.8W,55.0,971.0,100.0,200.0,190.0,0.0,30.0,70.0,80.0,0.0,0.0,0.0,0.0,0.0
56531,              NIGEL,46,9/23/2023, 0000,  , EX, 50.9N,  24.0W,55.0,969.0,100.0,200.0,190.0,0.0,30.0,70.0,80.0,0.0,0.0,0.0,0.0,0.0
56532,              NIGEL,46,9/23/2023, 0600,  , EX, 53.3N,  22.2W,55.0,967.0,270.0,330.0,180.0,100.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56533,              NIGEL,46,9/23/2023,1200,  , EX, 55.6N,  22.7W,55.0,964.0,330.0,480.0,120.0,150.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56534,              NIGEL,46,9/23/2023,1800,  , EX, 57.7N,  23.2W,55.0,961.0,360.0,120.0,120.0,210.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56535,              NIGEL,46,9/24/2023, 0000,  , EX, 58.3N,  25.6W,50.0,958.0,420.0,120.0,150.0,270.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0
56536,              NIGEL,46,9/24/2023, 0600,  , EX, 57.4N,  27.4W,50.0,958.0,420.0,120.0,150.0,270.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0
56537,              NIGEL,46,9/24/2023,1200,  , EX, 56.1N,  26.7W,45.0,961.0,570.0,510.0,420.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56538,              NIGEL,46,9/24/2023,1800,  , EX, 56.4N,  23.5W,45.0,964.0,540.0,390.0,360.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56539,              NIGEL,46,9/25/2023, 0000,  , EX, 58.0N,  20.9W,40.0,969.0,420.0,360.0,420.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56540,              NIGEL,46,9/25/2023, 0600,  , EX, 60.1N,  18.6W,40.0,971.0,420.0,360.0,420.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56541,              NIGEL,46,9/25/2023,1200,  , EX, 61.0N,  18.5W,40.0,972.0,420.0,360.0,420.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56542,              NIGEL,46,9/25/2023,1800,  , EX, 61.5N,  19.4W,40.0,974.0,420.0,360.0,420.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56543,              NIGEL,46,9/26/2023, 0000,  , EX, 61.5N,  20.9W,40.0,976.0,420.0,360.0,420.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56544,              NIGEL,46,9/26/2023, 0600,  , EX, 61.5N,  22.5W,40.0,977.0,420.0,360.0,420.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56545,              NIGEL,46,9/26/2023,1200,  , EX, 61.5N,  23.3W,40.0,977.0,420.0,360.0,420.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56547,            OPHELIA,15,9/21/2023,1200,  , EX, 28.5N,  76.0W,30.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56548,            OPHELIA,15,9/21/2023,1800,  , EX, 29.0N,  75.6W,30.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56549,            OPHELIA,15,9/22/2023, 0000,  , EX, 29.5N,  75.3W,35.0,1008.0,210.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56550,            OPHELIA,15,9/22/2023, 0600,  , EX, 30.3N,  75.1W,40.0,1002.0,210.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56551,            OPHELIA,15,9/22/2023,1200,  , EX, 31.6N,  75.5W,50.0,996.0,240.0,0.0,60.0,180.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0
56552,            OPHELIA,15,9/22/2023,1800,  , TS, 32.7N,  76.1W,60.0,989.0,270.0,70.0,70.0,160.0,0.0,0.0,40.0,80.0,0.0,0.0,0.0,0.0
56553,            OPHELIA,15,9/23/2023, 0000,  , TS, 33.3N,  76.6W,60.0,983.0,270.0,90.0,120.0,120.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0
56554,            OPHELIA,15,9/23/2023, 0600,  , TS, 33.8N,  77.1W,60.0,981.0,270.0,90.0,120.0,90.0,40.0,40.0,50.0,60.0,0.0,0.0,0.0,0.0
56556,            OPHELIA,15,9/23/2023,1200,  , TS, 35.1N,  77.1W,50.0,982.0,270.0,120.0,80.0,60.0,40.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0
56557,            OPHELIA,15,9/23/2023,1800,  , TS, 36.3N,  77.5W,40.0,997.0,270.0,120.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56558,            OPHELIA,15,9/24/2023, 0000,  , EX, 36.8N,  77.6W,30.0,1002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56559,            OPHELIA,15,9/24/2023, 0600,  , EX, 37.2N,  77.6W,25.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56560,            OPHELIA,15,9/24/2023,1200,  , EX, 37.9N,  77.4W,20.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56561,            OPHELIA,15,9/24/2023,1800,  , EX, 38.9N,  76.9W,20.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56563,           PHILIPPE,54,9/23/2023, 0600,  , TD, 15.5N,  36.6W,30.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56564,           PHILIPPE,54,9/23/2023,1200,  , TD, 15.6N,  38.0W,30.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56565,           PHILIPPE,54,9/23/2023,1800,  , TS, 15.7N,  39.1W,35.0,1005.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56566,           PHILIPPE,54,9/24/2023, 0000,  , TS, 15.8N,  39.8W,40.0,1003.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56567,           PHILIPPE,54,9/24/2023, 0600,  , TS, 16.0N,  40.5W,45.0,1001.0,100.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56568,           PHILIPPE,54,9/24/2023,1200,  , TS, 16.3N,  41.3W,45.0,1000.0,100.0,80.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56569,           PHILIPPE,54,9/24/2023,1800,  , TS, 16.6N,  42.0W,45.0,1000.0,100.0,80.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56570,           PHILIPPE,54,9/25/2023, 0000,  , TS, 16.9N,  42.9W,45.0,1000.0,100.0,70.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
