MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass,Name,Num Entries,Year,Time,Record Identifier,Status of System,Latitude,Longitude,Maximum Sustained Wind,Minimum Pressure,34-knot Wind Radii NE,34-knot Wind Radii SE,34-knot Wind Radii SW,34-knot Wind Radii NW,50-knot Wind Radii NE,50-knot Wind Radii SE,50-knot Wind Radii SW,50-knot Wind Radii NW,64-knot Wind Radii NE,64-knot Wind Radii SE,64-knot Wind Radii SW,64-knot Wind Radii NW,Speed mph,hurricane_datetime,PathChange
477213800.0,2020-09-14 06:00:00,40.14784,-66.8597,12.9,282.3,281.0,BERLIN BRIDGE,IMO9492713,VRIM5,70.0,0.0,269.0,35.0,11.0,73.0,A,RENE,32,9/14/2020,600,  , TD,27.6,48.0,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.344308312726488,2020-09-14 06:00:00,veered off course
215640000.0,2020-09-14 12:00:00,33.2963,-75.89222,14.5,252.0,255.0,CMA CGM CHATEAU DIF,IMO9335202,9HA5221,71.0,0.0,294.0,32.0,-12.4,71.0,A,ALPHA,20,9/14/2020,1200,  , EX,47.2,22.0,40.0,1002.0,0.0,0.0,120.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2020-09-14 12:00:00,veered off course
477462400.0,2020-09-14 12:00:00,27.14947,-79.32912,16.7,188.3,188.0,MOL GRATITUDE,IMO9535187,VRJU7,70.0,0.0,275.0,40.0,14.0,71.0,A,ALPHA,20,9/14/2020,1200,  , EX,47.2,22.0,40.0,1002.0,0.0,0.0,120.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2020-09-14 12:00:00,stayed on course
373091000.0,2020-09-14 12:00:00,25.90878,-79.44979,11.3,185.2,185.0,CORAL AMBER,IMO9591959,3EZP3,70.0,0.0,224.0,32.0,14.3,70.0,A,ALPHA,20,9/14/2020,1200,  , EX,47.2,22.0,40.0,1002.0,0.0,0.0,120.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2020-09-14 12:00:00,stayed on course
211779000.0,2020-09-14 18:00:00,38.07323,-72.11722,0.9,279.4,120.0,NORTHERN MAJESTIC,IMO9252565,DCPP2,70.0,0.0,300.0,40.0,14.5,79.0,A,SALLY,28,9/14/2020,1800,  , HU,28.6,87.3,75.0,986.0,110.0,110.0,30.0,90.0,60.0,30.0,0.0,30.0,30.0,15.0,0.0,15.0,4.657389187807699,2020-09-14 18:00:00,veered off course
256304000.0,2020-09-14 18:00:00,25.17545,-79.60411,20.5,17.9,18.0,OREGON TRADER,IMO9344564,9HA3880,70.0,0.0,211.0,29.0,11.4,71.0,A,ALPHA,20,9/14/2020,1800,  , EX,47.2,22.2,50.0,996.0,180.0,60.0,150.0,270.0,0.0,0.0,60.0,140.0,0.0,0.0,0.0,0.0,1.5648456267882007,2020-09-14 18:00:00,veered off course
636015743.0,2020-09-14 18:00:00,28.96661,-77.95148,20.3,320.6,321.0,ARCHIMIDIS,IMO9315379,D5CN5,70.0,0.0,317.0,43.0,14.5,71.0,A,ALPHA,20,9/14/2020,1800,  , EX,47.2,22.2,50.0,996.0,180.0,60.0,150.0,270.0,0.0,0.0,60.0,140.0,0.0,0.0,0.0,0.0,1.5648456267882007,2020-09-14 18:00:00,veered off course
232013527.0,2020-09-14 18:00:00,26.44945,-78.73897,9.0,295.0,295.0,HELLESPONT PROGRESS,IMO9351426,MCMC4,80.0,0.0,228.0,32.0,11.2,80.0,A,PAULETTE,88,9/14/2020,1800,  , HU,33.9,64.4,90.0,965.0,150.0,140.0,80.0,150.0,80.0,80.0,60.0,70.0,50.0,30.0,0.0,40.0,12.47862327145541,2020-09-14 18:00:00,veered off course
308299000.0,2020-09-14 18:00:00,34.5655,-74.39121,9.8,342.2,347.0,CSL ARGOSY,IMO7915412,C6UZ9,70.0,0.0,244.0,32.0,13.5,70.0,A,VICKY,24,9/14/2020,1800,  , TS,19.0,29.1,45.0,1002.0,90.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.929675040739592,2020-09-14 18:00:00,veered off course
372843000.0,2020-09-14 18:00:00,26.99188,-79.21962,21.7,336.9,337.0,MSC FIAMMETTA,IMO9369758,3EOU7,70.0,0.0,277.0,40.0,14.5,71.0,A,ALPHA,20,9/14/2020,1800,  , EX,47.2,22.2,50.0,996.0,180.0,60.0,150.0,270.0,0.0,0.0,60.0,140.0,0.0,0.0,0.0,0.0,1.5648456267882007,2020-09-14 18:00:00,veered off course
636018102.0,2020-09-14 18:00:00,25.55845,-79.69473,3.5,355.8,48.0,PARISFAL,IMO9318060,A8LP6,70.0,0.0,334.0,42.0,14.5,73.0,A,ALPHA,20,9/14/2020,1800,  , EX,47.2,22.2,50.0,996.0,180.0,60.0,150.0,270.0,0.0,0.0,60.0,140.0,0.0,0.0,0.0,0.0,1.5648456267882007,2020-09-14 18:00:00,veered off course
369309000.0,2020-09-14 18:00:00,40.05471,-69.92503,17.1,270.0,272.0,MAERSK SELETAR,IMO9315197,WTAA,70.0,0.0,318.0,40.0,14.0,70.0,A,ALPHA,20,9/14/2020,1800,  , EX,47.2,22.2,50.0,996.0,180.0,60.0,150.0,270.0,0.0,0.0,60.0,140.0,0.0,0.0,0.0,0.0,1.5648456267882007,2020-09-14 18:00:00,veered off course
354094000.0,2020-09-15 00:00:00,36.65083,-74.43339,15.5,275.3,278.0,ROYAL BREEZE,IMO9238507,H9YK,70.0,0.0,224.0,32.0,14.1,71.0,A,ALPHA,20,9/15/2020,0,  , EX,47.0,22.4,60.0,992.0,240.0,60.0,180.0,270.0,0.0,0.0,90.0,140.0,0.0,0.0,0.0,0.0,2.786108440754074,2020-09-15 00:00:00,veered off course
256380000.0,2020-09-15 00:00:00,26.12337,-78.04684,8.8,296.7,293.0,CALIDA,IMO9522128,9HA2853,80.0,0.0,248.0,43.0,15.0,89.0,A,VICKY,24,9/15/2020,0,  , TS,19.5,29.6,45.0,1002.0,90.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.918435892843275,2020-09-15 00:00:00,veered off course
538008761.0,2020-09-15 00:00:00,25.26527,-79.58573,13.9,359.0,358.0,DAKOTA STRENGTH,IMO9346720,V7A2731,80.0,0.0,249.0,44.0,-12.2,80.0,A,SALLY,28,9/15/2020,0,  , HU,28.7,87.7,75.0,986.0,110.0,110.0,30.0,90.0,70.0,40.0,0.0,30.0,35.0,20.0,0.0,15.0,4.203130236497754,2020-09-15 00:00:00,stayed on course
356704000.0,2020-09-15 00:00:00,35.80704,-74.16895,9.6,306.4,290.0,NAVIOS FANTASTIKS,IMO9325013,3EAJ2,70.0,0.0,288.0,45.0,18.2,70.0,A,ALPHA,20,9/15/2020,0,  , EX,47.0,22.4,60.0,992.0,240.0,60.0,180.0,270.0,0.0,0.0,90.0,140.0,0.0,0.0,0.0,0.0,2.786108440754074,2020-09-15 00:00:00,veered off course
538006564.0,2020-09-15 00:00:00,40.39375,-68.22027,14.8,284.0,287.0,ROTTERDAM,IMO9332858,V7OO5,70.0,0.0,293.0,40.0,14.0,71.0,A,PAULETTE,88,9/15/2020,0,  , HU,35.1,63.3,90.0,965.0,150.0,180.0,110.0,150.0,80.0,100.0,70.0,70.0,50.0,50.0,30.0,50.0,17.318498663561666,2020-09-15 00:00:00,veered off course
356093000.0,2020-09-15 00:00:00,40.21214,-67.0097,10.7,285.7,286.0,MSC JUDITH,IMO9299549,3EGR5,70.0,0.0,324.0,42.0,14.5,71.0,A,VICKY,24,9/15/2020,0,  , TS,19.5,29.6,45.0,1002.0,90.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.918435892843275,2020-09-15 00:00:00,veered off course
247310400.0,2020-09-15 00:00:00,25.34091,-79.89251,10.5,7.0,4.0,GRANDE SIERRA LEONE,IMO9437945,IBOM,70.0,0.0,211.0,32.0,9.8,71.0,A,PAULETTE,88,9/15/2020,0,  , HU,35.1,63.3,90.0,965.0,150.0,180.0,110.0,150.0,80.0,100.0,70.0,70.0,50.0,50.0,30.0,50.0,17.318498663561666,2020-09-15 00:00:00,veered off course
372100000.0,2020-09-15 06:00:00,25.95775,-79.45675,13.6,16.0,19.0,N AMALTHIA,IMO9364277,3EIC7,70.0,0.0,224.0,32.0,13.8,70.0,A,ALPHA,20,9/15/2020,600,  , EX,46.0,22.5,60.0,994.0,150.0,80.0,240.0,270.0,0.0,0.0,120.0,140.0,0.0,0.0,0.0,0.0,11.542929661743264,2020-09-15 06:00:00,veered off course
373649000.0,2020-09-15 12:00:00,27.77428,-77.07148,15.8,331.0,331.0,HONOLULU BRIDGE,IMO9588079,3EUQ8,70.0,0.0,334.0,45.0,14.0,73.0,A,VICKY,24,9/15/2020,1200,  , TS,20.5,30.8,45.0,1001.0,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.505112648711012,2020-09-15 12:00:00,veered off course
247257400.0,2020-09-15 12:00:00,27.62617,-79.002,12.5,224.0,223.0,MARE NOSTRUM,IMO9346885,ICDV,80.0,0.0,245.0,42.0,15.0,89.0,A,ALPHA,20,9/15/2020,1200,  , EX,45.0,22.1,50.0,996.0,90.0,80.0,270.0,240.0,0.0,0.0,140.0,120.0,0.0,0.0,0.0,0.0,11.959663789814726,2020-09-15 12:00:00,veered off course
477105600.0,2020-09-15 12:00:00,40.74667,-67.7737,11.5,261.0,258.0,OOCL ASIA,IMO9300790,VRBQ6,70.0,0.0,322.0,42.0,14.5,70.0,A,ALPHA,20,9/15/2020,1200,  , EX,45.0,22.1,50.0,996.0,90.0,80.0,270.0,240.0,0.0,0.0,140.0,120.0,0.0,0.0,0.0,0.0,11.959663789814726,2020-09-15 12:00:00,veered off course
636012508.0,2020-09-15 18:00:00,26.47782,-78.79542,5.2,357.0,350.0,VOIDOMATIS,IMO9298973,A8FX2,80.0,0.0,213.0,32.0,12.3,71.0,A,PAULETTE,88,9/15/2020,1800,  , HU,38.7,56.7,85.0,966.0,160.0,200.0,130.0,220.0,80.0,110.0,60.0,80.0,50.0,50.0,50.0,50.0,28.342648449375176,2020-09-15 18:00:00,veered off course
636092941.0,2020-09-15 18:00:00,40.55308,-68.5321,0.4,217.8,4.0,E.R. TIANSHAN,IMO9305477,D5VZ3,71.0,0.0,333.0,42.0,-12.5,71.0,A,ALPHA,20,9/15/2020,1800,  , EX,43.9,21.4,45.0,998.0,60.0,60.0,240.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.912889087440297,2020-09-15 18:00:00,veered off course
636092932.0,2020-09-15 18:00:00,40.25655,-67.11225,18.5,285.3,285.0,MSC ILONA,IMO9225641,D5VK6,79.0,0.0,299.0,40.0,-12.2,79.0,A,VICKY,24,9/15/2020,1800,  , TS,21.0,31.6,45.0,1001.0,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.361936243636464,2020-09-15 18:00:00,veered off course
477920300.0,2020-09-15 18:00:00,40.42657,-68.09788,17.7,284.0,287.0,OOCL ATLANTA,IMO9285005,VRAR6,70.0,0.0,323.0,42.0,14.5,71.0,A,VICKY,24,9/15/2020,1800,  , TS,21.0,31.6,45.0,1001.0,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.361936243636464,2020-09-15 18:00:00,veered off course
351529000.0,2020-09-16 00:00:00,26.45339,-79.93863,5.2,1.2,511.0,TANGO,IMO9454486,3FIQ,80.0,15.0,332.0,60.0,20.6,71.0,B,PAULETTE,88,9/16/2020,0,  , HU,40.0,54.0,85.0,966.0,160.0,200.0,130.0,220.0,80.0,110.0,90.0,80.0,50.0,50.0,50.0,50.0,28.32093595623218,2020-09-16 00:00:00,stayed on course
258655000.0,2020-09-16 00:00:00,25.84726,-79.65549,16.2,21.3,21.0,CLIPPER VICTORY,IMO9379399,LAIN6,80.0,0.0,227.0,32.0,12.8,89.0,A,ALPHA,20,9/16/2020,0,  , EX,42.9,20.5,40.0,1000.0,0.0,0.0,210.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.759017056091198,2020-09-16 00:00:00,veered off course
338781000.0,2020-09-16 06:00:00,38.05723,-67.29993,13.9,234.5,238.0,PHILADELPHIA EXPRESS,IMO9243203,WDC6736,70.0,0.0,243.0,32.0,11.0,0.0,A,VICKY,24,9/16/2020,600,  , TS,21.5,33.5,40.0,1005.0,60.0,30.0,30.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.714743822307195,2020-09-16 06:00:00,veered off course
311072000.0,2020-09-16 06:00:00,38.13524,-74.36344,12.0,320.1,328.0,GALWAY SPIRIT,IMO9312858,C6VE8,80.0,0.0,243.0,42.0,14.3,71.0,A,PAULETTE,88,9/16/2020,600,  , HU,41.2,50.8,80.0,968.0,160.0,220.0,200.0,220.0,90.0,130.0,120.0,100.0,50.0,70.0,60.0,60.0,31.20292274566928,2020-09-16 06:00:00,veered off course
229767000.0,2020-09-16 06:00:00,26.14433,-79.36474,12.7,235.7,232.0,ARCTIC AURORA,IMO9645970,9HA3589,80.0,0.0,288.0,44.0,12.5,71.0,A,TEDDY,49,9/16/2020,600,  , HU,15.4,48.6,80.0,978.0,140.0,80.0,40.0,150.0,40.0,30.0,20.0,30.0,20.0,10.0,10.0,20.0,10.464213647621373,2020-09-16 06:00:00,veered off course
373457000.0,2020-09-16 06:00:00,42.45318,-65.41805,17.9,230.2,233.0,MOL MAESTRO,IMO9415727,3EKT9,70.0,0.0,302.0,43.0,14.2,71.0,A,ALPHA,20,9/16/2020,600,  , EX,41.9,19.8,40.0,1000.0,0.0,0.0,180.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.963097449766815,2020-09-16 06:00:00,veered off course
309901000.0,2020-09-16 12:00:00,31.04065,-79.61485,17.0,290.0,280.0,MOL CELEBRATION,IMO9321251,C6WW7,70.0,0.0,316.0,45.0,14.5,71.0,A,PAULETTE,88,9/16/2020,1200,  , EX,42.6,46.9,75.0,973.0,160.0,220.0,200.0,220.0,90.0,130.0,120.0,100.0,50.0,70.0,60.0,60.0,37.107402739423165,2020-09-16 12:00:00,veered off course
538005067.0,2020-09-16 12:00:00,37.02386,-74.99793,2.9,307.7,329.0,AM KRAKOW,IMO9624122,V7AU2,70.0,0.0,229.0,32.0,14.5,71.0,A,PAULETTE,88,9/16/2020,1200,  , EX,42.6,46.9,75.0,973.0,160.0,220.0,200.0,220.0,90.0,130.0,120.0,100.0,50.0,70.0,60.0,60.0,37.107402739423165,2020-09-16 12:00:00,veered off course
247302700.0,2020-09-16 12:00:00,40.94801,-71.30185,13.1,347.9,347.0,GRANDE CONGO,IMO9437921,IBPI,70.0,0.0,212.0,32.0,9.8,71.0,A,ALPHA,20,9/16/2020,1200,  , EX,40.9,19.5,40.0,1000.0,0.0,0.0,180.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.80363435690061,2020-09-16 12:00:00,veered off course
538004172.0,2020-09-16 12:00:00,42.77323,-64.67673,11.1,233.0,234.0,DUBAI ATTRACTION,IMO9422536,V7VO5,80.0,0.0,250.0,44.0,15.0,80.0,A,VICKY,24,9/16/2020,1200,  , TS,21.4,34.3,35.0,1007.0,60.0,30.0,20.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.651430438337115,2020-09-16 12:00:00,veered off course
636016432.0,2020-09-16 12:00:00,42.53904,-65.94648,13.0,267.0,264.0,MSC ARUSHI R,IMO9244881,A8RL3,70.0,0.0,281.0,32.0,12.5,71.0,A,ALPHA,20,9/16/2020,1200,  , EX,40.9,19.5,40.0,1000.0,0.0,0.0,180.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.80363435690061,2020-09-16 12:00:00,veered off course
248716000.0,2020-09-16 18:00:00,26.31278,-79.24942,12.5,257.2,254.0,MINERVA LIBRA,IMO9317951,9HA4775,89.0,0.0,250.0,44.0,12.1,89.0,A,PAULETTE,88,9/16/2020,1800,  , EX,44.3,43.1,70.0,974.0,180.0,230.0,220.0,220.0,90.0,130.0,130.0,110.0,50.0,50.0,70.0,70.0,37.309865443953534,2020-09-16 18:00:00,veered off course
255805664.0,2020-09-16 18:00:00,40.54372,-64.15217,14.5,273.0,282.0,MAERSK LAUNCESTON,IMO9294408,CQGO,70.0,0.0,265.0,37.0,14.0,70.0,A,ALPHA,20,9/16/2020,1800,  , EX,39.9,19.3,40.0,1000.0,0.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.648474186480511,2020-09-16 18:00:00,veered off course
316002501.0,2020-09-17 00:00:00,42.80355,-79.30226,13.1,53.8,52.0,MICHIPICOTEN,IMO5102865,CFG8060,70.0,0.0,212.0,21.0,8.0,79.0,A,WILFRED,17,9/17/2020,0,  , LO,10.2,25.0,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2020-09-17 00:00:00,veered off course
564032000.0,2020-09-17 00:00:00,43.91582,-63.54337,7.3,206.4,209.0,X-PRESS MAKALU,IMO9327683,9V2365,70.0,0.0,210.0,32.0,12.0,71.0,A,WILFRED,17,9/17/2020,0,  , LO,10.2,25.0,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2020-09-17 00:00:00,stayed on course
374092000.0,2020-09-17 00:00:00,40.12223,-64.17687,14.5,244.3,254.0,NAVIOS SPHERA,IMO9738818,3FLS5,70.0,0.0,228.0,38.0,12.0,71.0,A,PAULETTE,88,9/17/2020,0,  , EX,45.9,39.3,65.0,975.0,200.0,240.0,240.0,220.0,80.0,120.0,150.0,120.0,0.0,0.0,90.0,90.0,35.96064594090738,2020-09-17 00:00:00,veered off course
466243000.0,2020-09-17 00:00:00,27.66735,-78.68993,13.3,255.0,257.0,MESAIEED,IMO9299745,A7NA,80.0,0.0,243.0,42.0,14.9,80.0,A,VICKY,24,9/17/2020,0,  , TS,21.6,35.6,35.0,1007.0,60.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.528779652046327,2020-09-17 00:00:00,veered off course
636017613.0,2020-09-17 06:00:00,36.99327,-73.22285,12.8,253.4,255.0,SBI SWING,IMO9719575,D5LW6,70.0,0.0,229.0,38.0,12.0,71.0,A,WILFRED,17,9/17/2020,600,  , LO,10.3,25.9,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2635130957495,2020-09-17 06:00:00,veered off course
414043000.0,2020-09-17 06:00:00,36.20061,-74.66805,12.4,316.2,316.0,YUE DIAN 102,IMO9615121,BOKC,70.0,0.0,253.0,43.0,14.5,70.0,A,ALPHA,20,9/17/2020,600,  , SS,38.3,18.1,35.0,1002.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.97874012191638,2020-09-17 06:00:00,veered off course
636012425.0,2020-09-17 12:00:00,37.69958,-73.39192,12.9,305.0,307.0,XANTHOS,IMO9289178,A8FJ4,80.0,0.0,213.0,32.0,12.3,71.0,A,PAULETTE,88,9/17/2020,1200,  , EX,47.0,34.5,55.0,979.0,190.0,180.0,240.0,220.0,0.0,90.0,130.0,130.0,0.0,0.0,0.0,0.0,15.706926467633137,2020-09-17 12:00:00,veered off course
220594000.0,2020-09-17 18:00:00,36.70719,-73.87602,14.2,2.6,3.0,GUNDE MAERSK,IMO9359014,OUIY2,70.0,0.0,366.0,42.0,15.5,71.0,A,ALPHA,20,9/17/2020,1800,  , SS,36.7,15.6,40.0,999.0,0.0,40.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.384054291098685,2020-09-17 18:00:00,veered off course
538002662.0,2020-09-18 06:00:00,26.00281,-79.48563,13.8,9.7,13.0,YASA GOLDENBOSPHORUS,IMO9334038,V7KQ8,80.0,0.0,248.0,43.0,14.9,0.0,A,PAULETTE,88,9/18/2020,600,  , EX,44.6,31.4,45.0,989.0,140.0,140.0,240.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.444241614125158,2020-09-18 06:00:00,stayed on course
538003639.0,2020-09-18 06:00:00,37.03182,-73.90425,12.6,264.0,265.0,BATTERSEA,IMO9457402,V7SF3,70.0,0.0,290.0,45.0,17.8,70.0,A,BETA,34,9/18/2020,600,  , TD,22.6,94.1,30.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.991072172782732,2020-09-18 06:00:00,veered off course
257310000.0,2020-09-18 12:00:00,26.57505,-79.40706,17.6,8.1,9.0,STAR KIRKENES,IMO9396127,LAHR7,70.0,0.0,208.0,32.0,12.3,70.0,A,PAULETTE,88,9/18/2020,1200,  , EX,42.8,31.3,40.0,997.0,0.0,0.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.744935989207367,2020-09-18 12:00:00,veered off course
477070800.0,2020-09-18 18:00:00,40.55926,-69.6394,16.7,266.8,269.0,CSCL BRISBANE,IMO9290139,VRBJ9,70.0,0.0,260.0,32.0,12.6,71.0,A,ALPHA,20,9/18/2020,1800,  , SS,39.9,9.1,45.0,996.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.704326097577852,2020-09-18 18:00:00,veered off course
566853000.0,2020-09-18 18:00:00,27.93843,-78.50988,15.1,308.9,308.0,EVER LEGACY,IMO9595515,9V9290,70.0,0.0,334.0,45.0,14.2,71.0,A,PAULETTE,88,9/18/2020,1800,  , EX,41.0,31.2,40.0,999.0,0.0,0.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.74593712917868,2020-09-18 18:00:00,veered off course
636013372.0,2020-09-18 18:00:00,44.43523,-66.5568,14.1,235.0,238.0,ELIZA,IMO9387578,A8MM2,80.0,0.0,332.0,60.0,21.5,81.0,A,ALPHA,20,9/18/2020,1800,  , SS,39.9,9.1,45.0,996.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.704326097577852,2020-09-18 18:00:00,veered off course
311000373.0,2020-09-19 00:00:00,26.22595,-78.95314,8.4,285.7,285.0,CRESQUES,IMO9702039,C6BV2,80.0,0.0,226.0,38.0,12.0,71.0,A,ALPHA,20,9/19/2020,0,  , SD,40.6,7.6,30.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.452466583528066,2020-09-19 00:00:00,veered off course
367759000.0,2020-09-19 06:00:00,37.43083,-74.48583,11.5,235.0,241.0,MAERSK MONTANA,IMO9305312,WCDP,70.0,0.0,292.0,32.0,13.5,70.0,A,WILFRED,17,9/19/2020,600,  , TS,12.8,36.2,35.0,1006.0,90.0,80.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.250938172788713,2020-09-19 06:00:00,veered off course
371429000.0,2020-09-19 06:00:00,36.76451,-75.19307,6.3,285.1,290.0,HYUNDAI VOYAGER,IMO9347580,3EQF9,70.0,0.0,294.0,32.0,13.5,71.0,A,PAULETTE,88,9/19/2020,600,  , LO,37.7,31.1,40.0,1002.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.121955366522045,2020-09-19 06:00:00,veered off course
248643000.0,2020-09-19 12:00:00,26.30671,-78.68335,14.2,278.2,279.0,SEALINK,IMO7930670,9HMF6,70.0,0.0,224.0,32.0,12.0,71.0,A,BETA,34,9/19/2020,1200,  , TS,26.4,92.4,50.0,994.0,150.0,40.0,40.0,90.0,60.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,6.986370130364636,2020-09-19 12:00:00,veered off course
566422000.0,2020-09-19 18:00:00,26.11245,-79.31055,10.9,40.2,44.0,BRIGHTWAY,IMO9588146,9V8755,80.0,0.0,274.0,48.0,17.2,80.0,A,TEDDY,49,9/19/2020,1800,  , HU,26.2,59.7,100.0,953.0,200.0,200.0,140.0,150.0,130.0,90.0,80.0,90.0,60.0,40.0,40.0,50.0,13.86933600944974,2020-09-19 18:00:00,stayed on course
566184000.0,2020-09-19 18:00:00,40.56933,-69.44134,15.7,271.9,272.0,MANON,IMO9179725,9V9244,70.0,0.0,227.0,32.0,11.0,71.0,A,WILFRED,17,9/19/2020,1800,  , TS,13.7,38.5,35.0,1006.0,90.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.621204869118936,2020-09-19 18:00:00,veered off course
241473000.0,2020-09-20 00:00:00,25.87351,-79.45565,11.6,183.9,184.0,CHEROKEE,IMO9749491,SVCN2,80.0,0.0,274.0,38.0,12.0,71.0,A,PAULETTE,88,9/20/2020,0,  , LO,35.7,29.5,35.0,1008.0,80.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6270561990785777,2020-09-20 00:00:00,stayed on course
311000387.0,2020-09-20 00:00:00,38.24453,-74.60092,12.4,348.9,354.0,CHEYENNE,IMO9706504,C6BW8,80.0,0.0,225.0,38.0,12.0,71.0,A,PAULETTE,88,9/20/2020,0,  , LO,35.7,29.5,35.0,1008.0,80.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6270561990785777,2020-09-20 00:00:00,veered off course
372955000.0,2020-09-20 00:00:00,34.97243,-74.68716,16.7,239.5,236.0,MOL EXPERIENCE,IMO9333838,3ELI7,70.0,0.0,294.0,32.0,13.5,71.0,A,PAULETTE,88,9/20/2020,0,  , LO,35.7,29.5,35.0,1008.0,80.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6270561990785777,2020-09-20 00:00:00,veered off course
428404000.0,2020-09-20 00:00:00,40.57502,-69.96058,15.4,269.3,269.0,ZIM VANCOUVER,IMO9322334,4XFE,71.0,0.0,260.0,32.0,11.3,71.0,A,TEDDY,49,9/20/2020,0,  , HU,26.9,60.8,95.0,956.0,180.0,180.0,180.0,180.0,120.0,120.0,80.0,100.0,70.0,70.0,40.0,60.0,13.906001777863477,2020-09-20 00:00:00,veered off course
636092406.0,2020-09-20 06:00:00,37.15472,-75.09687,10.6,267.4,271.0,CHRISTINA B,IMO9304162,D5BT6,70.0,0.0,225.0,32.0,14.2,70.0,A,TEDDY,49,9/20/2020,600,  , HU,27.5,61.9,90.0,958.0,180.0,180.0,180.0,180.0,120.0,120.0,80.0,100.0,70.0,70.0,40.0,60.0,13.2162842316479,2020-09-20 06:00:00,veered off course
218614000.0,2020-09-20 06:00:00,40.58087,-69.21985,17.9,267.9,268.0,MSC TORONTO,IMO9299525,DFDF2,70.0,0.0,324.0,42.0,14.5,72.0,A,PAULETTE,88,9/20/2020,600,  , LO,35.5,29.4,35.0,1008.0,80.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.486195850567551,2020-09-20 06:00:00,veered off course
